0.000000000000000000e+00 1.075733070000457481e-01 9.669455267190150971e-02 1.670885720086158488e-01 9.884104557514349076e-02 8.298607230818128011e-02 4.181180088149884927e-02 2.080931141875898456e-03 2.613702151119423611e-02 8.125768038663011561e-02 2.608688890012764074e-03 4.234887860034817347e-03 3.112834019071111097e-03 5.037504790274306699e-02 2.177212366716842207e-03 1.613786804458463078e-02 8.480870112149552220e-02 5.460998032845627154e-02 9.210503019585086770e-02 4.581758800896153228e-02
1.554664815457766358e-01 0.000000000000000000e+00 2.013441190413715887e-01 1.475036844105875877e-01 2.046523041710002211e-01 1.532406677104945769e-01 4.527629589519412134e-02 1.945732687414213806e-03 2.680475953328373059e-02 1.816854750994411627e-01 2.714396010672661102e-03 4.558081232805762800e-03 2.759057796810949776e-03 2.718206896933116762e-02 1.949682923661567912e-03 1.889697946674985182e-02 1.392737313132905996e-01 3.164244110032718438e-02 1.879266265516063017e-01 4.186190545520554473e-02
1.046422424487665342e-01 1.565864231820194019e-01 0.000000000000000000e+00 1.220230290958138758e-01 1.445492924035351734e-01 1.306077095810652122e-01 2.338431754014526354e-02 1.814621239792632568e-03 1.501814222887844913e-02 1.579852468352032635e-01 2.357120208262517350e-03 4.129254939918447498e-03 2.973576879420657734e-03 3.488147391781005330e-02 2.030111503996857511e-03 1.075846849598069248e-02 1.701651948285227700e-01 3.379623799791653393e-02 1.415274560790052982e-01 4.114856514423580192e-02
1.891320966332279419e-01 1.079771988251111287e-01 1.036376454763645732e-01 0.000000000000000000e+00 1.106032911104700284e-01 6.694218816346737821e-02 6.583814128337787952e-02 2.264901639520350458e-03 3.246543941885644130e-02 6.205970638292532954e-02 2.882772805196868408e-03 4.911495464048913975e-03 3.378538242572011029e-03 7.153240544054008387e-02 2.543741829066224064e-03 1.704931777263730269e-02 6.424487216974751613e-02 7.408195680585540066e-02 1.070876901580973956e-01 7.670477984611924482e-02
1.531441020354370464e-01 1.900111919569802688e-01 1.771196913293563713e-01 1.744729659957437728e-01 0.000000000000000000e+00 1.814874044544060872e-01 3.091871912545827300e-02 1.978739536649155428e-03 2.049811916235075998e-02 1.585914727387666145e-01 2.395555383780934716e-03 4.611435811892971789e-03 2.771230484359352934e-03 2.889160951858031970e-02 2.118404290298957129e-03 1.450321244785910367e-02 1.665061023406807783e-01 3.954931120829054819e-02 2.021977667648916233e-01 4.166769986726256980e-02
6.976323163511084779e-02 9.156101007918816814e-02 7.463818960745774445e-02 7.272866985475287538e-02 9.494744721823832057e-02 0.000000000000000000e+00 3.462238799316676857e-02 2.241617606442568907e-03 2.122475631086219450e-02 8.307400226342451233e-02 2.589604161555958406e-03 4.206000121923552520e-03 2.862339161603431360e-03 2.212031434259012497e-02 2.124598137447458041e-03 1.150734471201778075e-02 8.701296126681773435e-02 2.757986664772315438e-02 8.683563643595494652e-02 2.434748062954130571e-02
1.325187019567111366e-02 1.332002508832186814e-02 1.007756060153022423e-02 1.326357392951763199e-02 1.074875660931203826e-02 1.203424051846681275e-02 0.000000000000000000e+00 4.686881377867448822e-02 2.111117097638356421e-01 7.761631033494911444e-03 3.460500287887356002e-02 6.254778131926663765e-02 5.286191783002085198e-02 1.185813426648826829e-02 5.782162508391062300e-02 1.921269499812764403e-01 1.177075606833283966e-02 1.071779573981783938e-02 1.115641468214737843e-02 1.059570556583080102e-02
2.009199766189571131e-03 1.095463330104914186e-03 1.144459947994855157e-03 1.570213688145578705e-03 1.061928787729306441e-03 1.743893589418324527e-03 5.732321804354449657e-02 0.000000000000000000e+00 8.875939298787602350e-02 1.311251298341575226e-03 2.207744186826150479e-01 1.731241945913708780e-01 1.855200646538636700e-01 5.587510904590679145e-02 1.957425153733423351e-01 1.140631961152322182e-01 2.162078540647724943e-03 6.056789131199744047e-02 1.294968110649897522e-03 4.609561045040493077e-02
6.458732632354424047e-03 5.257893437952904439e-03 4.490874750516491570e-03 5.663068664460021995e-03 4.738498913022876763e-03 6.432580327308413254e-03 2.117213642400219975e-01 5.132912261875122867e-02 0.000000000000000000e+00 4.796032462549727239e-03 3.379033946587235715e-02 8.085253515308780947e-02 6.149613257423261481e-02 1.042639766810776053e-02 6.844543187529780748e-02 1.716823603709932144e-01 6.690043872287300235e-03 1.104363894024246347e-02 4.814438521421252407e-03 1.099754459653358787e-02
6.635539592661490738e-02 7.899702697162737375e-02 7.307001223750540786e-02 7.478850775511571014e-02 6.500135922079131046e-02 8.202276004551235788e-02 4.655715123487429163e-02 2.106451451327131554e-03 2.452475689587121921e-02 0.000000000000000000e+00 2.547877778272551914e-03 4.253641808446668830e-03 2.798614808742396452e-03 2.281042180415434467e-02 2.125115218756525384e-03 1.630975552960683625e-02 9.160066145198114684e-02 1.970300397717889701e-02 6.984323617546824015e-02 2.099014357805687597e-02
