0.000000000000000000e+00 4.508830797720896066e-02 2.731453454151620136e-02 3.322016351479790963e-02 4.226364000679724148e-02 4.466338497158204440e-02 5.129491546996516049e-02 2.820636313250003691e-02 4.865668418346615759e-02 4.960665807475038436e-02 2.700041513120474482e-02 1.451805100323999911e-02 4.706863348299188121e-02 6.856466028412901148e-02 7.377779314761402640e-02 3.692035060835670984e-02 3.169525670928234617e-02 4.014578999521972724e-02 3.362209832837714796e-02 5.273414025097419855e-02
1.330790073731539791e-01 0.000000000000000000e+00 1.129202818127661156e-01 1.019204728694836637e-01 3.383144285011280977e-02 1.645720839977352357e-01 1.242138362906428234e-01 9.153736335142349800e-02 1.305361429328163181e-01 9.755361629950527746e-02 2.888421253834049657e-02 6.650564116406325332e-02 6.561850000066225819e-02 1.036900734302835247e-01 1.178482518523792238e-01 8.889965054313739290e-02 9.951023784020304741e-02 8.880160675119735947e-02 8.065082545517796020e-02 1.068630017662459269e-01
1.593326397832636188e-01 1.273308783315278414e-01 0.000000000000000000e+00 1.429171586903010827e-01 4.150937331177227685e-02 1.168596976300563944e-01 1.272133804400164825e-01 9.915718920452872009e-02 1.010780574152863320e-01 7.629089490850077260e-02 2.455131374629530849e-02 9.236939594011260579e-02 1.030502224800969591e-01 1.235377949037927692e-01 1.409042795128196968e-01 1.089338514357998666e-01 1.059988544746625627e-01 7.642886261638481837e-02 1.024179883025954502e-01 1.673317712873099439e-01
5.320324402842604994e-02 9.664426562412481436e-02 1.335159704629565458e-01 0.000000000000000000e+00 2.609044858687446442e-02 8.707768593109188604e-02 9.734669658046198049e-02 6.653646411074255751e-02 8.676810769520046374e-02 6.008206752623557884e-02 2.379223939090710158e-02 1.558953195597572727e-01 1.065682803286053248e-01 5.405369678919752507e-02 3.827498798180991452e-02 7.383444773006073159e-02 1.053415126723836470e-01 8.306086533281335782e-02 1.034315396334857251e-01 6.897283755955617435e-02
1.153460573862202148e-03 9.672683149241526968e-04 1.016258264425058590e-03 8.947366468134574291e-04 0.000000000000000000e+00 1.728622543986576242e-03 6.600879023937379240e-04 1.636731577230693575e-03 1.256337683680795302e-03 9.586635267738461211e-03 5.154136525499997123e-01 1.022460329211560999e-03 1.297712888230893912e-03 2.229261833029791591e-03 1.774226085636774423e-03 1.923076427382579973e-03 1.798102971364601808e-03 1.874261741625328102e-03 1.601020560834599989e-03 1.995120645124115119e-03
3.293283669077900350e-02 5.818168713204219245e-02 2.452626328666183964e-02 2.502132791486493674e-02 3.165022852800949971e-02 0.000000000000000000e+00 2.778329060658960362e-02 2.321528849420423368e-02 2.283520957825696876e-02 8.090469760362459239e-02 2.954399767202085803e-02 1.464896494572934943e-02 3.314271205584012892e-02 5.488139820032726657e-02 8.887166254485950878e-02 5.116341116502395869e-02 1.949776917896811623e-02 4.730424542423298379e-02 2.207409110144203240e-02 3.345097685370447549e-02
9.250068918543936924e-02 1.123595316987090614e-01 1.399488493925692134e-01 1.088984703599830961e-01 2.990483501155495258e-02 9.982023057153742440e-02 0.000000000000000000e+00 1.367717734964270515e-01 1.084031991120528587e-01 5.365062921680217867e-02 2.529885469814897869e-02 1.529720307734304674e-01 1.465851675498634488e-01 5.264494304213615528e-02 7.733780939623662032e-02 6.936579577118306972e-02 8.046543680714755842e-02 1.196745066303348953e-01 1.021101995353544817e-01 1.126747885531852178e-01
3.367536068015224843e-02 6.544732739875352978e-02 4.805130444613318202e-02 5.145061148785493726e-02 3.116549898942081245e-02 4.503585860977774025e-02 3.907637867906724183e-02 0.000000000000000000e+00 6.253961596377449750e-02 2.980628102010330488e-02 2.486495751650068253e-02 2.722170654607284496e-02 4.849411245573742590e-02 3.750533281819786596e-02 5.636462570254405224e-02 6.952243760611986900e-02 4.815113732305814631e-02 4.989397845905955975e-02 3.657141637071540524e-02 7.710157198492034736e-02
1.022664375952397481e-01 8.176262236542362893e-02 4.721753213115288672e-02 6.834250117553436477e-02 4.868777742600174929e-02 5.935511585923868016e-02 8.642311942381726564e-02 5.232182425872466264e-02 0.000000000000000000e+00 5.363014493829644513e-02 2.730937239711647702e-02 4.654675276478087431e-02 7.985284391276807614e-02 1.339090423277861097e-01 1.002363420755003204e-01 1.003870617914601332e-01 8.433734506831162825e-02 1.025704782442434515e-01 3.881524530698616388e-02 6.043500518471119076e-02
1.632231136621163214e-03 1.311212670645205136e-03 1.166348749619123279e-03 1.315319665589163769e-03 1.965224984051915091e-02 2.103372779389164372e-03 7.943690094999315051e-04 2.074207135806650001e-03 1.363048359196932999e-03 0.000000000000000000e+00 3.149337291163842312e-02 8.639731378781732645e-04 1.614791656141198852e-03 3.476175405210554965e-03 3.405149862491439923e-03 4.557136395697614258e-03 2.487878007496015752e-03 2.701433349611962690e-03 2.784240054137535492e-03 3.281718848424601716e-03
