File,Model,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
NN-100-1_data.csv,GENIE3,0.2000020871479908,254.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,False,False,True,True,True,True,True,True,True
NN-100-2_data.csv,GENIE3,0.19923197472147722,255.0,226.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,False,True,True,True,True,True,True,True,True
NN-100-7_data.csv,GENIE3,0.202621136667731,271.0,231.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,False,False,True,True,True,True,True,True,True
NN-100-8_data.csv,GENIE3,0.1919627448660974,266.0,235.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,False,False,True,True,True,True,True,True,True
NN-100-3_data.csv,GENIE3,0.19871409721938604,246.0,221.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,False,False,True,True,True,True,True,True,True
NN-100-9_data.csv,GENIE3,0.1895998880558532,253.0,235.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,False,False,True,True,True,True,True,True,True
NN-100-5_data.csv,GENIE3,0.19217702976388418,268.0,251.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,False,False,True,True,True,True,True,True,True
NN-100-0_data.csv,GENIE3,0.19144763925383548,287.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,False,False,True,True,True,True,True,True,True
NN-100-6_data.csv,GENIE3,0.18334180824061275,281.0,240.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,False,True,True,True,True,True,True,True,True
NN-100-4_data.csv,GENIE3,0.18173016273011297,252.0,236.0,237.0,236.0,236.0,236.0,236.0,236.0,236.0,False,False,True,True,True,True,True,True,True
