File,Model,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
NN-20-6_data.csv,GENIE3,0.3617240409482415,69.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,False,False,True,True,True,True,True,True,True
NN-20-0_data.csv,GENIE3,0.32206206894331413,72.0,35.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,False,False,True,True,True,True,True,True,True
NN-20-3_data.csv,GENIE3,0.3185563255038486,76.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,False,True,True,True,True,True,True,True,True
NN-20-1_data.csv,GENIE3,0.2701019687996109,83.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,False,False,False,False,True,True,True,True,True
NN-20-7_data.csv,GENIE3,0.29480895787016304,68.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,False,False,False,True,True,True,True,True,True
NN-20-4_data.csv,GENIE3,0.3861933390129482,52.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,False,False,False,False,True,True,True,True,True
NN-20-5_data.csv,GENIE3,0.3009187835856278,72.0,44.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,False,False,True,True,True,True,True,True,True
NN-20-9_data.csv,GENIE3,0.2787384756627758,83.0,42.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,False,False,True,True,True,True,True,True,True
NN-20-8_data.csv,GENIE3,0.2533667803105326,69.0,50.0,47.0,45.0,45.0,45.0,45.0,45.0,45.0,False,False,False,True,True,True,True,True,True
NN-20-2_data.csv,GENIE3,0.3352018118013585,81.0,41.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,False,False,False,False,False,False,True,True,True
